Review_ID,Rating,Year_Month,Reviewer_Location,Branch,continent
134293111,5,2012-7,United States,Disneyland_California,Americas
407340375,5,2016-8,United Kingdom,Disneyland_Paris,Europe
198389197,5,2014-1,United Kingdom,Disneyland_Paris,Europe
264660001,4,2015-4,Portugal,Disneyland_Paris,Europe
410986724,4,2016-8,United Kingdom,Disneyland_Paris,Europe
211026911,5,2014-6,Australia,Disneyland_California,Oceania
376056247,5,2015-9,United Kingdom,Disneyland_Paris,Europe
532032185,4,2017-10,United States,Disneyland_California,Americas
122442192,5,2011-12,Canada,Disneyland_California,Americas
238760518,5,2014-10,United Kingdom,Disneyland_Paris,Europe
505378052,4,2017-7,Malaysia,Disneyland_HongKong,Asia
363214032,3,2016-4,Australia,Disneyland_Paris,Oceania
207101139,4,2014-4,Hong Kong,Disneyland_HongKong,Asia
574867378,5,2018-4,United Kingdom,Disneyland_Paris,Europe
397828752,5,2016-7,United Kingdom,Disneyland_Paris,Europe
405104093,5,2016-8,United Kingdom,Disneyland_California,Europe
221090433,5,2014-7,United States,Disneyland_California,Americas
418664876,5,2016-8,Canada,Disneyland_California,Americas
629547840,2,2017-11,Hong Kong,Disneyland_HongKong,Asia
175375514,5,2013-9,United States,Disneyland_California,Americas
209178713,5,2014-5,Greece,Disneyland_Paris,Europe
183660271,5,2013-10,United States,Disneyland_California,Americas
318586496,2,2015-7,United States,Disneyland_Paris,Americas
256499191,5,missing,Brazil,Disneyland_California,Americas
232100500,4,2014-9,United Kingdom,Disneyland_California,Europe
408018657,5,2016-8,United Kingdom,Disneyland_California,Europe
298280490,2,2015-8,South Africa,Disneyland_Paris,Africa
360243673,5,2016-3,Mexico,Disneyland_California,Americas
249256154,4,2014-5,Italy,Disneyland_Paris,Europe
374430684,5,2016-4,Australia,Disneyland_California,Oceania
514153101,3,2017-8,Netherlands,Disneyland_HongKong,Europe
231813337,5,missing,United Kingdom,Disneyland_Paris,Europe
362798661,5,2015-10,United Kingdom,Disneyland_California,Europe
422976110,4,2016-9,New Zealand,Disneyland_California,Oceania
664091577,5,2018-11,United States,Disneyland_California,Americas
371548440,2,2016-5,United States,Disneyland_Paris,Americas
211879334,5,2014-6,United States,Disneyland_Paris,Americas
229701871,3,2014-6,New Zealand,Disneyland_Paris,Oceania
266699255,5,2014-8,United Kingdom,Disneyland_California,Europe
134582687,4,2012-7,United States,Disneyland_California,Americas
375024195,3,2016-5,Philippines,Disneyland_HongKong,Asia
130482082,5,2012-3,United Kingdom,Disneyland_Paris,Europe
261143597,5,2014-4,New Zealand,Disneyland_California,Oceania
106838730,5,2011-4,United Kingdom,Disneyland_California,Europe
436783336,5,2016-6,Australia,Disneyland_California,Oceania
306525571,5,2015-8,Cyprus,Disneyland_Paris,Asia
124901114,4,missing,United States,Disneyland_California,Americas
186131416,5,2013-11,India,Disneyland_HongKong,Asia
506062313,2,2017-7,United Kingdom,Disneyland_Paris,Europe
1833928,5,missing,United States,Disneyland_California,Americas
551794244,2,2018-1,Israel,Disneyland_California,Asia
499293888,1,2017-6,United States,Disneyland_California,Americas
232991864,4,2014-10,Norway,Disneyland_Paris,Europe
536705765,5,2017-1,United Kingdom,Disneyland_Paris,Europe
164375892,3,2013-6,United Kingdom,Disneyland_Paris,Europe
599417131,4,2018-7,United States,Disneyland_California,Americas
339043177,5,2016-1,United Arab Emirates,Disneyland_HongKong,Asia
493746981,5,2017-6,New Zealand,Disneyland_California,Oceania
318807278,4,2014-11,United States,Disneyland_California,Americas
129050838,5,2012-4,United States,Disneyland_California,Americas
201387025,2,2014-1,Bahrain,Disneyland_HongKong,Asia
54090895,5,missing,Australia,Disneyland_California,Oceania
309640290,5,2015-8,United States,Disneyland_California,Americas
229375361,4,2014-9,United States,Disneyland_California,Americas
182652689,5,2013-10,United Kingdom,Disneyland_Paris,Europe
621425487,5,2018-2,Greece,Disneyland_Paris,Europe
395718038,4,2016-7,Denmark,Disneyland_Paris,Europe
155134047,4,2012-4,Canada,Disneyland_HongKong,Americas
185219317,5,2013-11,United Kingdom,Disneyland_Paris,Europe
118980607,5,missing,United States,Disneyland_California,Americas
589404494,5,2018-5,India,Disneyland_Paris,Asia
318758391,3,2015-10,United States,Disneyland_California,Americas
647328225,1,2019-1,Australia,Disneyland_HongKong,Oceania
119047206,4,2011-10,Israel,Disneyland_HongKong,Asia
126769079,5,2012-3,United States,Disneyland_California,Americas
629713745,4,2018-10,United Kingdom,Disneyland_Paris,Europe
132162721,3,2012-6,United Kingdom,Disneyland_Paris,Europe
367130412,4,2015-10,Turkey,Disneyland_Paris,Asia
232980678,3,2014-10,United States,Disneyland_California,Americas
192739805,5,2014-1,Denmark,Disneyland_California,Europe
141881808,4,2012-9,Canada,Disneyland_California,Americas
432922670,5,2016-1,Brazil,Disneyland_California,Americas
199844960,5,2014-3,United Kingdom,Disneyland_Paris,Europe
4085482,5,missing,Singapore,Disneyland_HongKong,Asia
294324389,5,2015-3,Australia,Disneyland_California,Oceania
133935761,4,missing,Canada,Disneyland_HongKong,Americas
118688623,5,2011-8,United States,Disneyland_California,Americas
177908311,5,2013-7,United Kingdom,Disneyland_Paris,Europe
382354605,5,2016-5,India,Disneyland_HongKong,Asia
445518329,4,2016-12,Australia,Disneyland_California,Oceania
470484081,3,2017-3,India,Disneyland_HongKong,Asia
129337825,5,2012-4,Australia,Disneyland_HongKong,Oceania
410641704,5,2016-8,Canada,Disneyland_California,Americas
311682777,4,2015-8,United States,Disneyland_HongKong,Americas
347903165,4,2016-2,Malaysia,Disneyland_HongKong,Asia
175756614,5,2013-8,United States,Disneyland_California,Americas
491597803,5,2017-5,Canada,Disneyland_California,Americas
611153427,5,2018-8,United States,Disneyland_California,Americas
123432033,4,missing,United States,Disneyland_California,Americas
632355808,2,2018-11,Singapore,Disneyland_HongKong,Asia
185463613,5,2013-11,Australia,Disneyland_HongKong,Oceania
175107483,1,2013-8,Thailand,Disneyland_Paris,Asia
194792262,5,2013-10,United States,Disneyland_California,Americas
157107697,2,2012-11,China,Disneyland_HongKong,Asia
133053063,3,2012-6,Northern Mariana Islands,Disneyland_California,Oceania
644114940,3,2019-1,United States,Disneyland_California,Americas
285732945,4,2014-9,United Kingdom,Disneyland_California,Europe
131513574,5,2012-5,United States,Disneyland_California,Americas
652651261,5,2018-11,United States,Disneyland_Paris,Americas
172840416,3,2013-8,United Kingdom,Disneyland_Paris,Europe
184833408,4,2012-12,United Arab Emirates,Disneyland_HongKong,Asia
611919425,4,2018-8,Macau,Disneyland_HongKong,Asia
589980729,5,2018-6,United States,Disneyland_California,Americas
375806863,5,2016-5,Canada,Disneyland_California,Americas
120286419,5,2011-10,United States,Disneyland_California,Americas
139020986,4,2012-8,United Kingdom,Disneyland_Paris,Europe
213787871,4,2014-6,United States,Disneyland_California,Americas
296051902,5,2015-5,United States,Disneyland_California,Americas
537655335,4,2017-10,United States,Disneyland_California,Americas
129766777,3,2012-5,United States,Disneyland_California,Americas
631835779,4,2018-11,United Kingdom,Disneyland_HongKong,Europe
318809199,4,2015-7,Hong Kong,Disneyland_HongKong,Asia
548518644,3,2017-12,Malaysia,Disneyland_HongKong,Asia
79631869,4,missing,United Kingdom,Disneyland_Paris,Europe
605400713,5,2018-8,United States,Disneyland_California,Americas
267376168,4,2015-4,United States,Disneyland_California,Americas
158238151,1,2013-3,United Kingdom,Disneyland_Paris,Europe
572985857,5,2018-4,United States,Disneyland_California,Americas
259643323,5,2014-11,United Kingdom,Disneyland_Paris,Europe
464257839,5,2017-3,United Kingdom,Disneyland_Paris,Europe
176659718,5,2013-9,Sweden,Disneyland_Paris,Europe
434936869,5,2016-10,United States,Disneyland_California,Americas
415960710,5,2016-9,United Arab Emirates,Disneyland_HongKong,Asia
600009336,3,2018-7,Canada,Disneyland_Paris,Americas
535411443,5,2017-10,United States,Disneyland_California,Americas
532683631,5,2017-9,United Kingdom,Disneyland_Paris,Europe
336218632,4,2015-12,United Kingdom,Disneyland_Paris,Europe
125855255,5,2012-3,United States,Disneyland_California,Americas
198328673,5,2014-2,Philippines,Disneyland_HongKong,Asia
128205297,5,2012-4,United States,Disneyland_California,Americas
565927863,3,2018-3,Singapore,Disneyland_HongKong,Asia
630850550,5,2018-5,Thailand,Disneyland_Paris,Asia
314662897,4,2015-9,Saudi Arabia,Disneyland_HongKong,Asia
300367328,5,2015-6,United States,Disneyland_HongKong,Americas
643895752,5,2018-12,United Kingdom,Disneyland_HongKong,Europe
537654468,5,2017-10,United States,Disneyland_California,Americas
263681233,5,2014-5,India,Disneyland_HongKong,Asia
153912275,5,2013-2,China,Disneyland_HongKong,Asia
209105757,4,2013-7,Malaysia,Disneyland_HongKong,Asia
277944654,5,2015-6,Brazil,Disneyland_California,Americas
198128821,5,2013-12,Singapore,Disneyland_HongKong,Asia
392936042,5,2015-8,Singapore,Disneyland_HongKong,Asia
171584315,5,2013-7,United Kingdom,Disneyland_Paris,Europe
133306744,5,2012-6,United States,Disneyland_California,Americas
533266883,5,2017-10,Canada,Disneyland_California,Americas
156026063,4,2013-3,India,Disneyland_HongKong,Asia
552307125,5,2018-1,United Kingdom,Disneyland_Paris,Europe
404452262,1,2016-8,Saudi Arabia,Disneyland_Paris,Asia
148980150,5,2012-7,United Kingdom,Disneyland_California,Europe
666542833,5,2019-1,United States,Disneyland_HongKong,Americas
340142122,3,2015-7,Hong Kong,Disneyland_HongKong,Asia
220942583,5,2014-8,United Kingdom,Disneyland_Paris,Europe
231961852,5,2014-9,United States,Disneyland_California,Americas
335443429,4,2015-12,Australia,Disneyland_California,Oceania
430939209,4,2016-10,United States,Disneyland_California,Americas
175701768,5,2013-7,United States,Disneyland_California,Americas
140647308,5,2012-9,Australia,Disneyland_HongKong,Oceania
212087776,3,2014-6,United States,Disneyland_California,Americas
347093794,4,2016-2,China,Disneyland_HongKong,Asia
320918368,4,2015-10,Australia,Disneyland_California,Oceania
415985437,5,2016-9,Canada,Disneyland_California,Americas
540556406,5,2017-11,Singapore,Disneyland_HongKong,Asia
611346648,4,2018-8,United Kingdom,Disneyland_Paris,Europe
335237650,5,2015-12,United Kingdom,Disneyland_Paris,Europe
127614952,5,2011-10,Canada,Disneyland_California,Americas
255602918,4,2014-8,United States,Disneyland_California,Americas
167847109,5,2013-6,United States,Disneyland_California,Americas
296740953,5,2015-7,Egypt,Disneyland_California,Africa
143587874,5,2012-3,United Kingdom,Disneyland_Paris,Europe
217670183,5,2014-7,United States,Disneyland_California,Americas
431464760,5,2016-8,United Kingdom,Disneyland_Paris,Europe
474005984,4,2017-4,United Kingdom,Disneyland_Paris,Europe
183614839,4,2012-12,Belgium,Disneyland_Paris,Europe
625877829,2,2018-8,United Kingdom,Disneyland_Paris,Europe
359970479,5,2016-3,United States,Disneyland_California,Americas
552847625,5,2017-12,United States,Disneyland_California,Americas
577393558,4,2018-4,Philippines,Disneyland_HongKong,Asia
588555569,4,2018-4,United States,Disneyland_California,Americas
318514621,5,2015-9,Australia,Disneyland_Paris,Oceania
602535588,5,2018-8,United States,Disneyland_California,Americas
280882730,4,2015-6,United Kingdom,Disneyland_Paris,Europe
245950475,4,2014-12,United Kingdom,Disneyland_Paris,Europe
541024448,5,2017-11,Philippines,Disneyland_HongKong,Asia
507691864,4,2017-8,Italy,Disneyland_California,Europe
558373901,5,2018-2,United States,Disneyland_California,Americas
148757021,4,2012-10,United States,Disneyland_California,Americas
265563793,4,2015-3,Hong Kong,Disneyland_HongKong,Asia
429429592,5,2016-9,United States,Disneyland_California,Americas
551444203,1,2018-1,United Kingdom,Disneyland_Paris,Europe
375736836,5,2016-5,United Kingdom,Disneyland_Paris,Europe
147576503,4,2012-12,Malaysia,Disneyland_HongKong,Asia
155915835,4,2013-3,United Kingdom,Disneyland_Paris,Europe
165776939,4,2012-7,Norway,Disneyland_California,Europe
128631293,5,2012-4,Cyprus,Disneyland_Paris,Asia
123306504,5,2011-9,United States,Disneyland_California,Americas
283784091,5,2015-4,Australia,Disneyland_Paris,Oceania
372421670,4,2016-5,United States,Disneyland_California,Americas
244291875,2,2014-11,United Kingdom,Disneyland_Paris,Europe
212043456,4,2014-6,United States,Disneyland_California,Americas
195298849,4,2014-2,United Kingdom,Disneyland_Paris,Europe
481583508,5,2017-4,Poland,Disneyland_Paris,Europe
132376163,5,2012-6,United States,Disneyland_California,Americas
511106939,5,2017-7,Czechia,Disneyland_Paris,Europe
176870722,5,2013-9,Malaysia,Disneyland_HongKong,Asia
459163198,5,2017-1,Canada,Disneyland_California,Americas
349807324,3,2015-6,Canada,Disneyland_California,Americas
336778918,5,2015-12,Australia,Disneyland_California,Oceania
197806886,5,2014-3,United Kingdom,Disneyland_Paris,Europe
613079314,5,2018-9,United States,Disneyland_California,Americas
169103402,4,2013-7,United States,Disneyland_California,Americas
374552346,1,2016-4,United Kingdom,Disneyland_Paris,Europe
567806827,2,2018-3,United Kingdom,Disneyland_HongKong,Europe
174326559,5,2013-7,United Kingdom,Disneyland_Paris,Europe
254777586,5,2014-3,New Zealand,Disneyland_HongKong,Oceania
642671213,5,2018-12,Indonesia,Disneyland_California,Asia
605561824,5,2018-8,Australia,Disneyland_California,Oceania
199488697,5,2014-4,Malaysia,Disneyland_California,Asia
312425855,4,2015-9,United States,Disneyland_California,Americas
205817931,4,2014-5,United States,Disneyland_California,Americas
3429205,5,missing,Belgium,Disneyland_Paris,Europe
458804652,5,2017-1,New Zealand,Disneyland_California,Oceania
316282612,5,2015-10,Singapore,Disneyland_HongKong,Asia
173158370,3,2013-8,Australia,Disneyland_HongKong,Oceania
221758870,5,2014-7,Australia,Disneyland_Paris,Oceania
603903279,4,2018-7,Vietnam,Disneyland_California,Asia
624494299,5,2018-10,Iran,Disneyland_Paris,Asia
642725959,5,2018-12,India,Disneyland_California,Asia
417593389,5,2016-9,United Kingdom,Disneyland_Paris,Europe
264971770,4,missing,United States,Disneyland_California,Americas
238249432,3,2014-10,United Kingdom,Disneyland_Paris,Europe
136120043,4,2012-6,Indonesia,Disneyland_Paris,Asia
559900795,5,2018-1,Canada,Disneyland_California,Americas
47590579,5,missing,United States,Disneyland_California,Americas
649942614,5,2018-7,United Kingdom,Disneyland_Paris,Europe
491650140,5,2017-6,India,Disneyland_HongKong,Asia
185849994,4,2013-11,France,Disneyland_Paris,Europe
157132853,5,2013-4,United States,Disneyland_California,Americas
286230846,4,2014-8,United States,Disneyland_California,Americas
311920041,4,2015-8,New Zealand,Disneyland_California,Oceania
481969754,5,2017-4,United States,Disneyland_California,Americas
286507074,5,2015-4,United Kingdom,Disneyland_Paris,Europe
582031792,4,2018-5,United Kingdom,Disneyland_California,Europe
266109658,4,2015-4,United Kingdom,Disneyland_Paris,Europe
359222862,4,2016-3,United States,Disneyland_California,Americas
478765007,5,2017-3,Australia,Disneyland_HongKong,Oceania
282551815,4,2015-4,United States,Disneyland_California,Americas
446705930,5,2016-12,United States,Disneyland_California,Americas
560429558,4,2018-2,United Arab Emirates,Disneyland_California,Asia
549117467,5,2017-10,United States,Disneyland_California,Americas
499901740,5,2017-7,United States,Disneyland_HongKong,Americas
182857159,3,2012-11,United States,Disneyland_HongKong,Americas
131204455,5,2012-1,Canada,Disneyland_California,Americas
137993055,4,2012-7,United Kingdom,Disneyland_Paris,Europe
263726936,5,2015-3,United Kingdom,Disneyland_Paris,Europe
353354603,4,2015-10,United States,Disneyland_California,Americas
242531472,5,2014-12,United States,Disneyland_California,Americas
659790654,5,2019-3,Indonesia,Disneyland_HongKong,Asia
144603937,5,2012-5,New Zealand,Disneyland_Paris,Oceania
318646226,5,2015-10,United Kingdom,Disneyland_Paris,Europe
542354004,5,2017-8,United States,Disneyland_California,Americas
613671514,5,2017-10,United States,Disneyland_California,Americas
552565309,5,2017-2,New Zealand,Disneyland_California,Oceania
126445838,5,missing,United States,Disneyland_California,Americas
636502834,4,2018-11,United Kingdom,Disneyland_Paris,Europe
249599965,5,2015-1,United States,Disneyland_California,Americas
279438676,4,2015-6,United States,Disneyland_Paris,Americas
512445906,5,2016-9,Philippines,Disneyland_HongKong,Asia
651406105,5,2019-2,Ireland,Disneyland_Paris,Europe
123975434,5,2011-6,United States,Disneyland_California,Americas
382144271,2,2016-6,United Kingdom,Disneyland_Paris,Europe
390404483,4,2016-7,United States,Disneyland_California,Americas
614767856,3,2018-9,Australia,Disneyland_Paris,Oceania
396987539,5,2016-7,United Kingdom,Disneyland_HongKong,Europe
280855371,5,2014-7,Egypt,Disneyland_Paris,Africa
144611580,4,2012-10,France,Disneyland_Paris,Europe
513643068,5,2017-8,Ireland,Disneyland_Paris,Europe
655449528,5,2019-2,United Kingdom,Disneyland_Paris,Europe
14976080,5,missing,United Kingdom,Disneyland_Paris,Europe
513038954,5,2016-9,Philippines,Disneyland_HongKong,Asia
467174166,5,2017-3,United States,Disneyland_Paris,Americas
424893425,5,2016-10,United States,Disneyland_California,Americas
213734952,5,2014-6,Thailand,Disneyland_HongKong,Asia
642690816,3,2018-12,United States,Disneyland_California,Americas
234964917,5,2013-11,Philippines,Disneyland_HongKong,Asia
297371363,5,2015-7,Hong Kong,Disneyland_California,Asia
493448221,3,2017-5,United Kingdom,Disneyland_HongKong,Europe
247922811,4,2014-12,United Kingdom,Disneyland_Paris,Europe
583081583,4,2018-5,India,Disneyland_Paris,Asia
209228209,5,2014-5,India,Disneyland_HongKong,Asia
162632309,3,2013-5,United Kingdom,Disneyland_Paris,Europe
285433456,5,2015-6,Australia,Disneyland_California,Oceania
274012684,4,missing,Singapore,Disneyland_HongKong,Asia
331117880,5,2015-12,Canada,Disneyland_California,Americas
349095785,3,2016-2,United Kingdom,Disneyland_Paris,Europe
219813203,4,2014-7,United States,Disneyland_California,Americas
130143978,5,2011-12,United States,Disneyland_California,Americas
410064020,5,2016-8,United States,Disneyland_California,Americas
122173276,3,missing,Australia,Disneyland_HongKong,Oceania
238380796,5,2013-12,Australia,Disneyland_HongKong,Oceania
337999750,4,2015-12,Mexico,Disneyland_California,Americas
124174918,4,2012-2,United States,Disneyland_California,Americas
284783136,3,2015-5,United States,Disneyland_California,Americas
620288998,5,2018-9,United States,Disneyland_California,Americas
451373797,5,2016-10,India,Disneyland_HongKong,Asia
208183509,4,2014-4,United States,Disneyland_California,Americas
148883166,5,2012-12,United States,Disneyland_HongKong,Americas
481450996,5,2017-5,Australia,Disneyland_California,Oceania
145287861,5,2012-11,United Kingdom,Disneyland_HongKong,Europe
244767367,5,2014-5,Australia,Disneyland_California,Oceania
369804958,5,2015-10,United Kingdom,Disneyland_Paris,Europe
121937337,5,2011-12,United States,Disneyland_California,Americas
301761159,5,2014-12,France,Disneyland_California,Europe
297414090,5,2014-9,Slovakia,Disneyland_Paris,Europe
418834636,4,2016-9,United Kingdom,Disneyland_Paris,Europe
455161724,2,2016-11,United States,Disneyland_California,Americas
645712423,3,2019-1,India,Disneyland_HongKong,Asia
479559500,5,2017-4,United States,Disneyland_California,Americas
364388336,4,2016-4,United Kingdom,Disneyland_Paris,Europe
333198660,5,2015-12,United States,Disneyland_California,Americas
417780392,5,2016-4,Italy,Disneyland_HongKong,Europe
207770790,4,missing,Malaysia,Disneyland_HongKong,Asia
234227702,5,2013-11,United States,Disneyland_California,Americas
133038070,5,2012-6,United States,Disneyland_California,Americas
204453790,3,2014-4,United Kingdom,Disneyland_Paris,Europe
328955995,4,2015-11,United States,Disneyland_HongKong,Americas
197065528,5,2014-3,United States,Disneyland_California,Americas
467194837,5,2016-9,Portugal,Disneyland_Paris,Europe
341506831,3,2015-7,United States,Disneyland_California,Americas
360199526,5,2016-3,Portugal,Disneyland_Paris,Europe
313047328,5,2015-9,United Kingdom,Disneyland_Paris,Europe
116594741,5,2011-7,United States,Disneyland_California,Americas
184023082,5,2013-11,Australia,Disneyland_California,Oceania
357517873,5,2016-3,United Kingdom,Disneyland_Paris,Europe
204128342,3,2014-5,United Kingdom,Disneyland_Paris,Europe
29271148,2,missing,Australia,Disneyland_California,Oceania
144182088,5,2012-9,Australia,Disneyland_California,Oceania
578028794,5,2018-4,Australia,Disneyland_California,Oceania
272901502,4,2015-5,Austria,Disneyland_Paris,Europe
380602124,5,2016-5,India,Disneyland_California,Asia
503684825,3,2017-7,Canada,Disneyland_California,Americas
348802291,3,2016-2,Canada,Disneyland_HongKong,Americas
114764601,5,2011-6,Norway,Disneyland_Paris,Europe
553571406,4,2017-9,United States,Disneyland_California,Americas
250646309,5,2014-9,United Kingdom,Disneyland_Paris,Europe
554584912,5,2017-3,India,Disneyland_HongKong,Asia
283744930,5,2015-2,Canada,Disneyland_California,Americas
657628630,5,2019-2,Canada,Disneyland_California,Americas
272112179,5,2014-12,Indonesia,Disneyland_HongKong,Asia
664382412,4,2019-3,United Kingdom,Disneyland_Paris,Europe
235388726,1,2014-10,United States,Disneyland_California,Americas
167587741,5,2013-7,United States,Disneyland_Paris,Americas
221319053,5,2014-6,Indonesia,Disneyland_California,Asia
177454988,5,2013-5,United States,Disneyland_California,Americas
213414916,5,2013-11,Australia,Disneyland_HongKong,Oceania
179716328,5,2013-4,United States,Disneyland_California,Americas
126798322,5,2012-3,United States,Disneyland_California,Americas
172293716,1,2013-8,United Kingdom,Disneyland_Paris,Europe
164079566,5,2013-6,United States,Disneyland_Paris,Americas
627275599,4,2018-10,Netherlands,Disneyland_Paris,Europe
25495566,4,missing,United Kingdom,Disneyland_Paris,Europe
565015950,5,2018-3,Singapore,Disneyland_HongKong,Asia
362736667,3,2016-1,United Kingdom,Disneyland_Paris,Europe
594180516,5,2018-7,United States,Disneyland_California,Americas
430766515,4,2016-9,United States,Disneyland_California,Americas
205995117,4,2014-5,Singapore,Disneyland_HongKong,Asia
453710706,1,2017-1,United Kingdom,Disneyland_Paris,Europe
269966259,2,2015-4,United States,Disneyland_California,Americas
358731398,3,2016-3,United Kingdom,Disneyland_Paris,Europe
187093563,3,2013-11,United Kingdom,Disneyland_Paris,Europe
252217709,5,2015-1,United Kingdom,Disneyland_Paris,Europe
244421040,3,2014-12,United States,Disneyland_California,Americas
171687049,5,2012-9,Australia,Disneyland_California,Oceania
193470963,4,2014-2,United Kingdom,Disneyland_Paris,Europe
272391011,4,2015-5,United States,Disneyland_California,Americas
202763355,5,2014-3,United States,Disneyland_California,Americas
341042943,5,2015-11,United States,Disneyland_California,Americas
360125059,4,2016-3,United Kingdom,Disneyland_Paris,Europe
208778366,4,2014-5,Canada,Disneyland_HongKong,Americas
465752880,5,2016-9,United Kingdom,Disneyland_Paris,Europe
384538957,3,missing,Greece,Disneyland_Paris,Europe
130508046,5,2012-3,India,Disneyland_Paris,Asia
408128084,5,2016-8,Qatar,Disneyland_HongKong,Asia
571170469,3,2017-7,Hong Kong,Disneyland_HongKong,Asia
168598409,5,2013-7,United States,Disneyland_California,Americas
517983052,2,2017-8,Mexico,Disneyland_Paris,Americas
545357971,5,2017-12,Australia,Disneyland_California,Oceania
280864419,5,2015-6,United States,Disneyland_California,Americas
407115200,4,2016-6,United States,Disneyland_California,Americas
634931243,5,2018-6,Australia,Disneyland_California,Oceania
8091624,4,missing,United States,Disneyland_California,Americas
327685486,4,2014-12,United States,Disneyland_California,Americas
140732182,5,2012-9,Malaysia,Disneyland_HongKong,Asia
250201620,5,2015-1,United States,Disneyland_California,Americas
103613297,5,2010-6,United Kingdom,Disneyland_Paris,Europe
654548402,4,2019-2,United States,Disneyland_California,Americas
192304309,5,2014-1,Canada,Disneyland_California,Americas
373948614,5,2016-5,Canada,Disneyland_California,Americas
188811114,4,2013-12,Canada,Disneyland_HongKong,Americas
223495381,5,2014-4,United Arab Emirates,Disneyland_Paris,Asia
550611933,4,2017-12,United Kingdom,Disneyland_Paris,Europe
593404316,4,2018-6,Australia,Disneyland_HongKong,Oceania
241180975,5,2014-11,Australia,Disneyland_California,Oceania
212649029,5,missing,United States,Disneyland_Paris,Americas
146405085,5,2012-11,Australia,Disneyland_HongKong,Oceania
241810622,5,2014-11,China,Disneyland_HongKong,Asia
524135377,4,2017-9,United Kingdom,Disneyland_Paris,Europe
655346617,5,2019-2,Hong Kong,Disneyland_HongKong,Asia
279644638,5,2014-9,Australia,Disneyland_California,Oceania
130367378,5,2012-5,United States,Disneyland_California,Americas
218138126,5,2014-2,Australia,Disneyland_California,Oceania
309455478,3,2015-8,Kuwait,Disneyland_Paris,Asia
162956334,4,2012-9,United Kingdom,Disneyland_HongKong,Europe
368611271,3,2016-4,Singapore,Disneyland_HongKong,Asia
621581146,5,2018-8,United Kingdom,Disneyland_California,Europe
293646301,4,2015-7,Australia,Disneyland_Paris,Oceania
373742362,5,2016-3,India,Disneyland_HongKong,Asia
159991973,3,2013-5,Australia,Disneyland_Paris,Oceania
123358821,3,2012-1,Australia,Disneyland_HongKong,Oceania
274852297,3,2015-5,United States,Disneyland_California,Americas
589056529,3,2018-5,Brunei,Disneyland_HongKong,Asia
251871447,5,2014-9,Australia,Disneyland_California,Oceania
541289547,4,2017-11,Hong Kong,Disneyland_HongKong,Asia
130485132,5,2012-5,Canada,Disneyland_California,Americas
579078339,2,2018-5,Spain,Disneyland_California,Europe
147279878,2,2012-8,Canada,Disneyland_HongKong,Americas
137874380,3,2012-8,Australia,Disneyland_HongKong,Oceania
207457959,4,2014-5,Australia,Disneyland_Paris,Oceania
467375269,3,2017-3,United Kingdom,Disneyland_Paris,Europe
356905082,5,2016-3,Indonesia,Disneyland_HongKong,Asia
124720377,5,missing,United States,Disneyland_California,Americas
640706969,5,2018-12,South Africa,Disneyland_California,Africa
367513301,5,2015-6,United Kingdom,Disneyland_Paris,Europe
554782369,5,2018-1,United Kingdom,Disneyland_Paris,Europe
323337578,5,2015-9,Canada,Disneyland_California,Americas
281834423,5,2015-6,India,Disneyland_HongKong,Asia
174293195,4,2013-8,United States,Disneyland_Paris,Americas
139178896,5,2012-8,Canada,Disneyland_California,Americas
123089122,5,2012-1,United States,Disneyland_California,Americas
213535960,4,2014-4,United Kingdom,Disneyland_Paris,Europe
36022243,2,missing,Singapore,Disneyland_Paris,Asia
584858299,5,2018-4,United States,Disneyland_HongKong,Americas
250234159,5,2014-3,Australia,Disneyland_HongKong,Oceania
157016781,5,2012-5,United Kingdom,Disneyland_Paris,Europe
634274910,5,2018-11,United States,Disneyland_Paris,Americas
162271574,3,2013-5,Ireland,Disneyland_Paris,Europe
298422373,1,2015-8,Italy,Disneyland_Paris,Europe
190344752,4,2014-1,Indonesia,Disneyland_HongKong,Asia
624116749,4,2018-10,United States,Disneyland_California,Americas
229222162,1,2014-7,United States,Disneyland_California,Americas
168728178,5,2013-7,United States,Disneyland_California,Americas
132071206,5,2012-6,United States,Disneyland_California,Americas
123320133,5,2011-12,United States,Disneyland_California,Americas
244247542,4,2014-12,United Kingdom,Disneyland_Paris,Europe
180279350,4,2013-6,United States,Disneyland_California,Americas
522176308,5,2017-7,United States,Disneyland_Paris,Americas
237457974,5,2014-10,United Kingdom,Disneyland_Paris,Europe
432594968,4,2016-10,United Kingdom,Disneyland_Paris,Europe
433417214,5,2016-6,Hong Kong,Disneyland_HongKong,Asia
128612546,5,2012-3,United States,Disneyland_California,Americas
2443291,4,missing,United Kingdom,Disneyland_California,Europe
225291388,4,2014-8,Canada,Disneyland_California,Americas
488660676,4,2017-5,Canada,Disneyland_HongKong,Americas
325817161,5,2015-11,Philippines,Disneyland_HongKong,Asia
47322618,3,missing,United States,Disneyland_California,Americas
350147492,4,2016-2,France,Disneyland_California,Europe
147676019,5,2012-11,United States,Disneyland_California,Americas
214231071,4,2013-10,Brunei,Disneyland_HongKong,Asia
132225522,5,2012-5,Australia,Disneyland_Paris,Oceania
570285138,4,2018-3,United States,Disneyland_California,Americas
179635460,4,2013-9,United States,Disneyland_California,Americas
408155492,4,2016-8,United Kingdom,Disneyland_Paris,Europe
499426287,3,2017-7,United States,Disneyland_California,Americas
